paper_key	claim_key	target_label	comparison_label	comparison_curie	provenance	exact	target_key
hca:0012_10.1164_rccm.202207-1384oc_21f7132a40	hca:0012_10.1164_rccm.202207-1384oc_21f7132a40:claim:60af8617d3f4efce1069	terminal airway-enriched secretory cell	secretory cell	CL:0000151	explicit	1.0	terminal airway enriched secretory cell
hca:0012_10.1164_rccm.202207-1384oc_21f7132a40	hca:0012_10.1164_rccm.202207-1384oc_21f7132a40:claim:60af8617d3f4efce1069	terminal airway-enriched secretory cell	alveolar type 2 cell		explicit		terminal airway enriched secretory cell
hca:0012_10.1164_rccm.202207-1384oc_21f7132a40	hca:0012_10.1164_rccm.202207-1384oc_21f7132a40:claim:709a1bd271599c5a60ed	terminal airway-enriched secretory cell	alveolar type 2 cell		explicit		terminal airway enriched secretory cell
hca:0012_10.1164_rccm.202207-1384oc_21f7132a40	hca:0012_10.1164_rccm.202207-1384oc_21f7132a40:claim:bbc0e6623f26ab388347	terminal airway-enriched secretory cell	alveolar type 2 cell		explicit		terminal airway enriched secretory cell
hca:0012_10.1164_rccm.202207-1384oc_21f7132a40	hca:0012_10.1164_rccm.202207-1384oc_21f7132a40:claim:dcbb620e245cc95c7ba7	terminal airway-enriched secretory cell	secretory cell	CL:0000151	explicit	1.0	terminal airway enriched secretory cell
hca:0014_10.1101_2024.09.10.612293_d3a16eb9c8	hca:0014_10.1101_2024.09.10.612293_d3a16eb9c8:claim:11b6c1fb66b76ae90104	medial smooth muscle cell	microvascular smooth muscle cell	CL:0000192	explicit	0.0	medial smooth muscle cell
hca:0014_10.1101_2024.09.10.612293_d3a16eb9c8	hca:0014_10.1101_2024.09.10.612293_d3a16eb9c8:claim:edd0b04e2e43a40a2918	arterial endothelial cell	venous and capillary endothelial cell	CL:0002144	explicit	0.0	arterial endothelial cell
hca:0015_10.1126_science.aay3224_2393e60089	hca:0015_10.1126_science.aay3224_2393e60089:claim:1b468fe8f792cc825cad	differentiating regulatory T cell	regulatory T cell	CL:0000815	explicit	1.0	differentiating regulatory t cell
hca:0016_10.1038_s41591-019-0468-5_ffb52d8b70	hca:0016_10.1038_s41591-019-0468-5_ffb52d8b70:claim:0c66449aad797fb51897	ciliated 2 cell	ciliated 1 cell	CL:1000271	explicit	0.0	ciliated 2 cell
hca:0016_10.1038_s41591-019-0468-5_ffb52d8b70	hca:0016_10.1038_s41591-019-0468-5_ffb52d8b70:claim:16afe6425978af2949fb	basal 1 cell	basal 2 cell		explicit		basal 1 cell
hca:0017_10.1038_s41467-019-10291-0_971d922fd8	hca:0017_10.1038_s41467-019-10291-0_971d922fd8:claim:f38cc0935bbca44f9045	early progenitor	late progenitor	CL:0011020	explicit	0.0	early progenitor
hca:0018_10.1016_j.devcel.2022.05.003_fb5132407d	hca:0018_10.1016_j.devcel.2022.05.003_fb5132407d:claim:1dcd2d494c94a19f3b36	basal/myoepithelial cell	stromal cell	CL:0000499	explicit	1.0	basal myoepithelial cell
hca:0018_10.1016_j.devcel.2022.05.003_fb5132407d	hca:0018_10.1016_j.devcel.2022.05.003_fb5132407d:claim:22049d37af7509cf393d	hormone-sensing 1 cell	hormone-sensing 2 cell		explicit		hormone sensing 1 cell
hca:0018_10.1016_j.devcel.2022.05.003_fb5132407d	hca:0018_10.1016_j.devcel.2022.05.003_fb5132407d:claim:2a11a5a5b8a38068f034	basal-luminal cell	alveolar progenitor cell	CL:0000837	explicit	0.0	basal luminal cell
hca:0018_10.1016_j.devcel.2022.05.003_fb5132407d	hca:0018_10.1016_j.devcel.2022.05.003_fb5132407d:claim:af66d30fc3ca44bf8183	hormone-sensing cell	alveolar cell		explicit		hormone sensing cell
hca:0018_10.1016_j.devcel.2022.05.003_fb5132407d	hca:0018_10.1016_j.devcel.2022.05.003_fb5132407d:claim:c5e01db07c27d277c8f3	alveolar progenitor cell	basal-luminal cell		explicit		alveolar progenitor cell
hca:0018_10.1016_j.devcel.2022.05.003_fb5132407d	hca:0018_10.1016_j.devcel.2022.05.003_fb5132407d:claim:cb14b77fbac03846b302	basal-luminal 1 cell	basal-luminal 2 cell		explicit		basal luminal 1 cell
hca:0018_10.1016_j.devcel.2022.05.003_fb5132407d	hca:0018_10.1016_j.devcel.2022.05.003_fb5132407d:claim:e545b17a51e1e1dd4160	basal-luminal cell	alveolar progenitor cell	CL:0000837	explicit	0.0	basal luminal cell
hca:0018_10.1016_j.devcel.2022.05.003_fb5132407d	hca:0018_10.1016_j.devcel.2022.05.003_fb5132407d:claim:e76b23355f44a18bbee5	alveolar cell	hormone-sensing cell		explicit		alveolar cell
hca:0018_10.1016_j.devcel.2022.05.003_fb5132407d	hca:0018_10.1016_j.devcel.2022.05.003_fb5132407d:claim:ed82c75fe533fb2a11ee	mammary epithelial cell	stromal cell	CL:0000499	explicit	1.0	mammary epithelial cell
hca:0025_10.1038_s41467-020-17876-0_159e232bbb	hca:0025_10.1038_s41467-020-17876-0_159e232bbb:claim:19df0cf5ee0149c0875a	oligodendrocyte precursor cell	other substantia nigra cell types		explicit		oligodendrocyte precursor cell
hca:0026_10.1038_s41586-020-2922-4_1612ece6e2	hca:0026_10.1038_s41586-020-2922-4_1612ece6e2:claim:bcf4166046f51dcd7396	proximal basal cell	basal cell	CL:0000646	explicit	1.0	proximal basal cell
hca:0030_10.1016_j.jcmgh.2022.02.007_2ccf593bb9	hca:0030_10.1016_j.jcmgh.2022.02.007_2ccf593bb9:claim:2065ed55e89e98eb4da6	colon intestinal stem cell	small intestine intestinal stem cell	CL:0002250	explicit	0.0	colon intestinal stem cell
hca:0030_10.1016_j.jcmgh.2022.02.007_2ccf593bb9	hca:0030_10.1016_j.jcmgh.2022.02.007_2ccf593bb9:claim:5be8d69be5592a80fbd8	small intestine tuft cell	colon tuft cell	CL:0009041	explicit	1.0	small intestine tuft cell
hca:0033_10.26508_lsa.202000744_340b92b825	hca:0033_10.26508_lsa.202000744_340b92b825:claim:146362c71606baf1b293	macrophage/monocyte	B cell	CL:0000236	explicit	1.0	macrophage monocyte
hca:0039_10.1016_j.isci.2021.102405_1f6d3fbc60	hca:0039_10.1016_j.isci.2021.102405_1f6d3fbc60:claim:4e3ee8c995b2212c83b1	dental pulp mesenchymal stem cell	periodontal mesenchymal stem cell	CL:0000134	explicit	0.0	dental pulp mesenchymal stem cell
hca:0040_10.1016_j.xcrm.2021.100219_d37660c408	hca:0040_10.1016_j.xcrm.2021.100219_d37660c408:claim:3dc055622ef9cef29ded	luminal progenitor cell	mature luminal cell		explicit		luminal progenitor cell
hca:0040_10.1016_j.xcrm.2021.100219_d37660c408	hca:0040_10.1016_j.xcrm.2021.100219_d37660c408:claim:48c71f15f1e44b647f28	luminal progenitor cell	luminal mature cell		explicit		luminal progenitor cell
hca:0040_10.1016_j.xcrm.2021.100219_d37660c408	hca:0040_10.1016_j.xcrm.2021.100219_d37660c408:claim:7226d723a0108671d66e	luminal mature cell	luminal progenitor cell	CL:0000837	explicit	0.0	luminal mature cell
hca:0040_10.1016_j.xcrm.2021.100219_d37660c408	hca:0040_10.1016_j.xcrm.2021.100219_d37660c408:claim:98a1d60b143c2d20fc57	luminal progenitor cluster 2	luminal progenitor cluster 0	CL:0011020	explicit	0.0	luminal progenitor cluster 2
hca:0040_10.1016_j.xcrm.2021.100219_d37660c408	hca:0040_10.1016_j.xcrm.2021.100219_d37660c408:claim:d26370d2bae20fac2baa	mature luminal cell	luminal progenitor cell	CL:0000837	explicit	0.0	mature luminal cell
hca:0042_10.1126_sciadv.aau4788_744a251f24	hca:0042_10.1126_sciadv.aau4788_744a251f24:claim:99e14e074088fd2118f7	decidual fibroblast 2	decidual fibroblast 1	CL:0000057	explicit	0.0	decidual fibroblast 2
hca:0043_10.1038_s41556-023-01108-w_511ea5e6f6	hca:0043_10.1038_s41556-023-01108-w_511ea5e6f6:claim:8aa5b0a8e430943fa300	dp4	dp1		explicit		dp4
hca:0043_10.1038_s41556-023-01108-w_511ea5e6f6	hca:0043_10.1038_s41556-023-01108-w_511ea5e6f6:claim:ffa1eb2681eefb0fa34e	sclerotome	spinal neuron		explicit		sclerotome
hca:0044_10.1101_2021.11.30.470583_4b4329647c	hca:0044_10.1101_2021.11.30.470583_4b4329647c:claim:2c48d143bc1ec700a466	sclerotome	spinal neuron		explicit		sclerotome
hca:0045_10.15252_embj.2018100811_a99bb4a451	hca:0045_10.15252_embj.2018100811_a99bb4a451:claim:48bbbe18d201fb8b810f	Müller glia	retinal astrocyte	CL:4033015	explicit	1.0	müller glia
hca:0045_10.15252_embj.2018100811_a99bb4a451	hca:0045_10.15252_embj.2018100811_a99bb4a451:claim:6ae2a9e3c0c96c1f55c3	retinal astrocyte	Müller glia	CL:0000125	explicit	0.0	retinal astrocyte
hca:0045_10.15252_embj.2018100811_a99bb4a451	hca:0045_10.15252_embj.2018100811_a99bb4a451:claim:b0a59424ed97dd87793e	S-cone	L/M-cone	CL:0003049	explicit	0.0	s cone
hca:0045_10.15252_embj.2018100811_a99bb4a451	hca:0045_10.15252_embj.2018100811_a99bb4a451:claim:cca8df1c513f49d85d32	Müller glia	retinal astrocyte	CL:4033015	explicit	1.0	müller glia
hca:0045_10.15252_embj.2018100811_a99bb4a451	hca:0045_10.15252_embj.2018100811_a99bb4a451:claim:f8c7bc5939308692d1af	L/M-cone	S-cone	CL:0003050	explicit	1.0	l m cone
hca:0046_10.1007_s00018-022-04559-w_6919bd92ba	hca:0046_10.1007_s00018-022-04559-w_6919bd92ba:claim:1b89943eebfcac839d0f	ciliary epithelium	other ciliary cells		explicit		ciliary epithelium
hca:0046_10.1007_s00018-022-04559-w_6919bd92ba	hca:0046_10.1007_s00018-022-04559-w_6919bd92ba:claim:f48f3b4c41501266ae36	ciliary muscle cell	vascular smooth muscle cell	CL:0000359	explicit	1.0	ciliary muscle cell
hca:0048_10.1038_s41588-022-01243-4_ae2af85553	hca:0048_10.1038_s41588-022-01243-4_ae2af85553:claim:fdefaaa5239ac401251d	submucosal gland duct cell	epithelial cell	CL:0000066	explicit	1.0	submucosal gland duct cell
hca:0050_10.1073_pnas.1507125112_495172b774	hca:0050_10.1073_pnas.1507125112_495172b774:claim:07f1d5ccccad29e1f489	parvalbumin-expressing neuron	interneuron subtype	CL:0000099	explicit	0.0	parvalbumin expressing neuron
hca:0052_10.1016_j.molmet.2022.101595_3242a2c7db	hca:0052_10.1016_j.molmet.2022.101595_3242a2c7db:claim:028134f652cc688b28de	alpha cell	beta cell	CL:0000168	explicit	1.0	alpha cell
hca:0052_10.1016_j.molmet.2022.101595_3242a2c7db	hca:0052_10.1016_j.molmet.2022.101595_3242a2c7db:claim:87f5ce2f014a3d2d4d16	beta cell	alpha cell	CL:0000171	explicit	1.0	beta cell
hca:0058_10.1016_j.immuni.2024.01.006_4c90d18ac6	hca:0058_10.1016_j.immuni.2024.01.006_4c90d18ac6:claim:0c739c3f0a14e0d9940e	natural killer cell	innate lymphoid cell	CL:0001065	explicit	1.0	natural killer cell
hca:0058_10.1016_j.immuni.2024.01.006_4c90d18ac6	hca:0058_10.1016_j.immuni.2024.01.006_4c90d18ac6:claim:119b20607dc204a1eb9f	innate lymphoid cell 1	precursor natural killer cell		explicit		innate lymphoid cell 1
hca:0058_10.1016_j.immuni.2024.01.006_4c90d18ac6	hca:0058_10.1016_j.immuni.2024.01.006_4c90d18ac6:claim:cea152aef5a3e40bdfe0	innate lymphoid cell	natural killer cell	CL:0000623	explicit	1.0	innate lymphoid cell
hca:0060_10.3389_fcell.2022.872688_ac00c45d48	hca:0060_10.3389_fcell.2022.872688_ac00c45d48:claim:65957f70e06f9f5554d8	macrophage	dendritic cell	CL:0000451	explicit	1.0	macrophage
hca:0063_10.1016_j.cell.2021.04.028_f5e4882de7	hca:0063_10.1016_j.cell.2021.04.028_f5e4882de7:claim:5137b5cb1e9d78ab333d	intestine mesenchymal cell	lung mesenchymal cell	CL:0008019	explicit	0.0	intestine mesenchymal cell
hca:0063_10.1016_j.cell.2021.04.028_f5e4882de7	hca:0063_10.1016_j.cell.2021.04.028_f5e4882de7:claim:729e3ed8f8f9ba5cc284	lung mesenchymal cell	intestine mesenchymal cell	CL:0008019	explicit	0.0	lung mesenchymal cell
hca:0065_10.1101_2020.12.03.20242412_aa08d1f424	hca:0065_10.1101_2020.12.03.20242412_aa08d1f424:claim:5a2450e9ad46aa567a5d	macrophage-2	macrophage-1	CL:0000235	explicit	0.0	macrophage 2
hca:0065_10.1101_2020.12.03.20242412_aa08d1f424	hca:0065_10.1101_2020.12.03.20242412_aa08d1f424:claim:63e6561d49f43ba2b9e1	macrophage-1	macrophage-2	CL:0000235	explicit	0.0	macrophage 1
hca:0069_10.1038_s41467-021-23355-x_92232969b4	hca:0069_10.1038_s41467-021-23355-x_92232969b4:claim:4fb2f5ce2e1b1453b91d	light zone germinal center B cell	dark zone germinal center B cell	CL:0000844	explicit	0.0	light zone germinal center b cell
hca:0070_10.1038_s41587-020-0469-4_55d6a04187	hca:0070_10.1038_s41587-020-0469-4_55d6a04187:claim:41bc78c3b71e22b86041	CD8-positive T cell	natural killer cell	CL:0000623	explicit	1.0	cd8 positive t cell
hca:0071_10.1038_s41586-021-03929-x_6a378f8954	hca:0071_10.1038_s41586-021-03929-x_6a378f8954:claim:1a68793202fac3095a4b	sinusoidal endothelial cell	fetal liver sinusoidal endothelial cell	CL:1000398	explicit	0.0	sinusoidal endothelial cell
hca:0071_10.1038_s41586-021-03929-x_6a378f8954	hca:0071_10.1038_s41586-021-03929-x_6a378f8954:claim:abf9e0f7261c9c5e37db	granulocyte and monocyte progenitor	fetal liver granulocyte and monocyte progenitor	CL:0000557	explicit	0.0	granulocyte and monocyte progenitor
hca:0072_10.1038_s41591-018-0269-2_c51f595930	hca:0072_10.1038_s41591-018-0269-2_c51f595930:claim:e52472c3068f78a1a0d6	circulating tumor cell	non-circulating tumor cell		explicit		circulating tumor cell
hca:0073_10.1016_j.isci.2021.102482_6ff6d432ab	hca:0073_10.1016_j.isci.2021.102482_6ff6d432ab:claim:1bc4e9766e95fd0aa41f	plasmablast cluster 0/1	plasmablast cluster 2 and 3	CL:0000980	explicit	0.0	plasmablast cluster 0 1
hca:0073_10.1016_j.isci.2021.102482_6ff6d432ab	hca:0073_10.1016_j.isci.2021.102482_6ff6d432ab:claim:bbe20f645c9fd7ab0577	plasmablast cluster 2 and 3	plasmablast cluster 0/1	CL:0000980	explicit	0.0	plasmablast cluster 2 and 3
hca:0073_10.1016_j.isci.2021.102482_6ff6d432ab	hca:0073_10.1016_j.isci.2021.102482_6ff6d432ab:claim:c7d7ac1f244ed7513d6a	plasmablast cluster 2 and 3	plasmablast cluster 0/1	CL:0000980	explicit	0.0	plasmablast cluster 2 and 3
hca:0073_10.1016_j.isci.2021.102482_6ff6d432ab	hca:0073_10.1016_j.isci.2021.102482_6ff6d432ab:claim:dbb6036beddbe43575c7	IgA and IgM plasmablast	immunoglobulin-negative plasmablast	CL:0000980	explicit	0.0	iga and igm plasmablast
hca:0073_10.1016_j.isci.2021.102482_6ff6d432ab	hca:0073_10.1016_j.isci.2021.102482_6ff6d432ab:claim:f5a88f1f15641173028b	plasmablast cluster 2 and 3	plasmablast cluster 0/1	CL:0000980	explicit	0.0	plasmablast cluster 2 and 3
hca:0074_10.3389_fimmu.2022.846281_c0060ff2e9	hca:0074_10.3389_fimmu.2022.846281_c0060ff2e9:claim:2ebbc8e4a39de779f622	presumptive thymus primordia	presumptive parathyroid		explicit		presumptive thymus primordia
hca:0074_10.3389_fimmu.2022.846281_c0060ff2e9	hca:0074_10.3389_fimmu.2022.846281_c0060ff2e9:claim:3de8cffcc428c6e30f08	medullary thymic epithelial cell	cortical thymic epithelial cell	CL:0002364	explicit	1.0	medullary thymic epithelial cell
hca:0074_10.3389_fimmu.2022.846281_c0060ff2e9	hca:0074_10.3389_fimmu.2022.846281_c0060ff2e9:claim:5b1140b013c40c5d4d5e	cortical thymic epithelial cell	medullary thymic epithelial cell	CL:0002365	explicit	1.0	cortical thymic epithelial cell
hca:0074_10.3389_fimmu.2022.846281_c0060ff2e9	hca:0074_10.3389_fimmu.2022.846281_c0060ff2e9:claim:65624538b56b0407d332	medullary thymic epithelial cell	cortical thymic epithelial cell	CL:0002364	explicit	1.0	medullary thymic epithelial cell
hca:0074_10.3389_fimmu.2022.846281_c0060ff2e9	hca:0074_10.3389_fimmu.2022.846281_c0060ff2e9:claim:6749480ae83fe7bb8692	presumptive parathyroid	presumptive thymus primordia		explicit		presumptive parathyroid
hca:0075_10.1126_scitranslmed.abm1375_6de08b3db5	hca:0075_10.1126_scitranslmed.abm1375_6de08b3db5:claim:6d5b6f3374ed3bd8ec51	memory-like natural killer cell	cytomegalovirus-adaptive natural killer cell	CL:0000623	implicit	0.0	memory like natural killer cell
hca:0077_10.1038_s41587-020-0602-4_e82c5c2835	hca:0077_10.1038_s41587-020-0602-4_e82c5c2835:claim:091c2b41ca5db4ed6439	natural killer cell	natural killer T cell	CL:0000814	explicit	1.0	natural killer cell
hca:0080_10.1126_sciadv.abf1444_8cb053b6ed	hca:0080_10.1126_sciadv.abf1444_8cb053b6ed:claim:bd56c24fc113120c89fb	arterial smooth muscle cell	pericyte	CL:0000669	explicit	1.0	arterial smooth muscle cell
hca:0081_10.1038_s41598-020-66092-9_e23219ced0	hca:0081_10.1038_s41598-020-66092-9_e23219ced0:claim:116a16bffe3633a261df	horizontal cell type H2	horizontal cell type H1	CL:0000745	explicit	0.0	horizontal cell type h2
hca:0081_10.1038_s41598-020-66092-9_e23219ced0	hca:0081_10.1038_s41598-020-66092-9_e23219ced0:claim:15af32128fbb7315cd67	horizontal cell type H1	horizontal cell type H2	CL:0000745	explicit	0.0	horizontal cell type h1
hca:0081_10.1038_s41598-020-66092-9_e23219ced0	hca:0081_10.1038_s41598-020-66092-9_e23219ced0:claim:87d0cb3c1ea60b5c5ae1	rod bipolar cell	cone bipolar cell		explicit		rod bipolar cell
hca:0083_10.1126_sciimmunol.adz8650_c0046d094c	hca:0083_10.1126_sciimmunol.adz8650_c0046d094c:claim:232f4cc55673c4df9e1c	macrophage subset M7	submucosal macrophage	CL:0000235	explicit	0.0	macrophage subset m7
hca:0083_10.1126_sciimmunol.adz8650_c0046d094c	hca:0083_10.1126_sciimmunol.adz8650_c0046d094c:claim:85c81d3aa444ca821f26	CCR7-positive conventional dendritic cell	CCR7-negative dendritic cell	CL:0000451	explicit	0.0	ccr7 positive conventional dendritic cell
hca:0084_10.1084_jem.20250471_14ff4cfa40	hca:0084_10.1084_jem.20250471_14ff4cfa40:claim:244889642695c3567ce9	gut-associated lymphoid tissue fibroblastic reticular cell	intestinal fibroblast	CL:0000057	explicit	0.0	gut associated lymphoid tissue fibroblastic reticular cell
hca:0084_10.1084_jem.20250471_14ff4cfa40	hca:0084_10.1084_jem.20250471_14ff4cfa40:claim:6b9425619d46fbf80d45	gut-associated lymphoid tissue fibroblast	intestinal fibroblast	CL:0000057	explicit	0.0	gut associated lymphoid tissue fibroblast
hca:0084_10.1084_jem.20250471_14ff4cfa40	hca:0084_10.1084_jem.20250471_14ff4cfa40:claim:bebff4a73a6552552072	T/B border reticular cell	follicular dendritic cell	CL:0000442	explicit	1.0	t b border reticular cell
hca:0085_10.1073_pnas.2200914119_3dd916fb05	hca:0085_10.1073_pnas.2200914119_3dd916fb05:claim:059c246817fa0a9d1271	conjunctival melanocyte	uveal melanocyte	CL:4030000	explicit	1.0	conjunctival melanocyte
hca:0085_10.1073_pnas.2200914119_3dd916fb05	hca:0085_10.1073_pnas.2200914119_3dd916fb05:claim:608870f471617ab29fa4	transit amplifying cell	committed basal cell	CL:0000646	explicit	0.0	transit amplifying cell
hca:0085_10.1073_pnas.2200914119_3dd916fb05	hca:0085_10.1073_pnas.2200914119_3dd916fb05:claim:79c9bd46e5119072e96e	uveal melanocyte	conjunctival melanocyte	CL:0000148	explicit	0.0	uveal melanocyte
hca:0085_10.1073_pnas.2200914119_3dd916fb05	hca:0085_10.1073_pnas.2200914119_3dd916fb05:claim:8085e4ae6ea48df56c78	nonpigmented ciliary epithelial cell	pigmented ciliary epithelial cell	CL:0002303	explicit	1.0	nonpigmented ciliary epithelial cell
hca:0090_10.1038_s41586-021-03852-1_eec89a5e36	hca:0090_10.1038_s41586-021-03852-1_eec89a5e36:claim:d59f5b762960d290430a	pre-B cell	pro-B cell	CL:0000826	explicit	1.0	pre b cell
hca:0090_10.1038_s41586-021-03852-1_eec89a5e36	hca:0090_10.1038_s41586-021-03852-1_eec89a5e36:claim:fdee1c396840919ae71c	immature B cell	B lineage cell		explicit		immature b cell
hca:0094_10.1073_pnas.2404775121_07bae216d2	hca:0094_10.1073_pnas.2404775121_07bae216d2:claim:00443094a28caf4135be	uterine smooth muscle cell	perivascular cell	CL:4033054	explicit	1.0	uterine smooth muscle cell
hca:0096_10.1126_sciadv.abo2467_05989af98e	hca:0096_10.1126_sciadv.abo2467_05989af98e:claim:859ee1467080c458edb8	GABAergic neuron	dopaminergic neuron	CL:0000700	explicit	1.0	gabaergic neuron
hca:0096_10.1126_sciadv.abo2467_05989af98e	hca:0096_10.1126_sciadv.abo2467_05989af98e:claim:a4b3c4e85b9c877b29e7	dopaminergic neuron	GABAergic neuron	CL:0000617	explicit	1.0	dopaminergic neuron
hca:0097_10.1038_s41586-019-1917-5_7f634d5353	hca:0097_10.1038_s41586-019-1917-5_7f634d5353:claim:6da9d87c71c4af80b5d6	dentate gyrus excitatory neuron	non-dentate gyrus excitatory neuron		explicit		dentate gyrus excitatory neuron
hca:0098_10.1038_s41586-020-03148-w_f50cb505c0	hca:0098_10.1038_s41586-020-03148-w_f50cb505c0:claim:751481c8700344933b86	tissue-resident alveolar macrophage 2	tissue-resident alveolar macrophage 1	CL:0000235	explicit	0.0	tissue resident alveolar macrophage 2
hca:0107_10.1101_2022.10.24.513487_4d505f4f68	hca:0107_10.1101_2022.10.24.513487_4d505f4f68:claim:495e3c35bb5fcd37375a	oligodendrocyte precursor cell	committed oligodendrocyte precursor cell	CL:4023059	explicit	0.0	oligodendrocyte precursor cell
hca:0107_10.1101_2022.10.24.513487_4d505f4f68	hca:0107_10.1101_2022.10.24.513487_4d505f4f68:claim:5bf397346dcad2842f60	committed oligodendrocyte precursor cell	oligodendrocyte precursor cell	CL:0002453	explicit	1.0	committed oligodendrocyte precursor cell
hca:0108_10.1038_s41598-017-14676-3_ca30704700	hca:0108_10.1038_s41598-017-14676-3_ca30704700:claim:191451ba2ee63380814a	endometrioid adenocarcinoma epithelial-to-mesenchymal transition cell	endometrioid adenocarcinoma cell		explicit		endometrioid adenocarcinoma epithelial to mesenchymal transition cell
hca:0108_10.1038_s41598-017-14676-3_ca30704700	hca:0108_10.1038_s41598-017-14676-3_ca30704700:claim:ae45a71f970522146a91	spheroid cell	serum-cultured cell	CL:0000010	explicit	0.0	spheroid cell
hca:0110_10.1038_s41586-019-1506-7_3d44de0941	hca:0110_10.1038_s41586-019-1506-7_3d44de0941:claim:06d9876ace69442cc02c	Astro L1-2 FGFR3 GFAP	Astro L1-6 FGFR3 SLC14A1		explicit		astro l1 2 fgfr3 gfap
hca:0113_10.1101_2021.04.28.441762_c83625bbe4	hca:0113_10.1101_2021.04.28.441762_c83625bbe4:claim:9ab04b40bfaa7c0b4b34	Kupffer cell	red pulp macrophage	CL:0000235	explicit	0.0	kupffer cell
hca:0113_10.1101_2021.04.28.441762_c83625bbe4	hca:0113_10.1101_2021.04.28.441762_c83625bbe4:claim:a4307996c56719aef3cd	MemB_ITGAX memory B cell	conventional memory B cell	CL:0000787	explicit	0.0	memb_itgax memory b cell
hca:0117_10.1038_s41586-019-1652-y_d63955188b	hca:0117_10.1038_s41586-019-1652-y_d63955188b:claim:2ffb2af4aaac554b6532	haematopoietic stem cell/multipotent progenitor	cord blood and adult bone marrow haematopoietic stem cell/multipotent progenitor		explicit		haematopoietic stem cell multipotent progenitor
hca:0120_10.1038_s41467-022-34255-z_c90043e943	hca:0120_10.1038_s41467-022-34255-z_c90043e943:claim:98984eb97df120ae1537	proximal tubular cell subtype PT-3/4	proximal tubular cell subtype PT-1		explicit		proximal tubular cell subtype pt 3 4
hca:0123_10.1371_journal.pone.0267704_5a8157f0f3	hca:0123_10.1371_journal.pone.0267704_5a8157f0f3:claim:0e0c86fb3ad88c331588	tubular progenitor cell subtype PG2	proximal tubular cell		explicit		tubular progenitor cell subtype pg2
hca:0123_10.1371_journal.pone.0267704_5a8157f0f3	hca:0123_10.1371_journal.pone.0267704_5a8157f0f3:claim:24fb8048c4e7e53a6951	tubular progenitor cell subtype PG1	proximal tubular cell		explicit		tubular progenitor cell subtype pg1
hca:0123_10.1371_journal.pone.0267704_5a8157f0f3	hca:0123_10.1371_journal.pone.0267704_5a8157f0f3:claim:73dc7a44620815d41a7a	migratory fibroblast subtype FB1	fibroblast subtype FB4	CL:0000057	explicit	0.0	migratory fibroblast subtype fb1
hca:0126_10.1038_s41591-022-01959-0_cbdd92bc71	hca:0126_10.1038_s41591-022-01959-0_cbdd92bc71:claim:1c04841e4a64782efc0b	CD4-positive cytotoxic T lymphocyte	effector memory T cell		explicit		cd4 positive cytotoxic t lymphocyte
hca:0127_10.1016_j.cell.2021.11.031_38bd899f1b	hca:0127_10.1016_j.cell.2021.11.031_38bd899f1b:claim:1072b9291eb4719d5d96	sessile serrated lesion	conventional adenoma		explicit		sessile serrated lesion
hca:0127_10.1016_j.cell.2021.11.031_38bd899f1b	hca:0127_10.1016_j.cell.2021.11.031_38bd899f1b:claim:372fbe4972d8a7af5d10	metaplastic cell	proliferative stem cell	CL:0000034	explicit	0.0	metaplastic cell
hca:0127_10.1016_j.cell.2021.11.031_38bd899f1b	hca:0127_10.1016_j.cell.2021.11.031_38bd899f1b:claim:569a9ac8f1995b15e15c	hyperplastic polyp	conventional adenoma		explicit		hyperplastic polyp
hca:0127_10.1016_j.cell.2021.11.031_38bd899f1b	hca:0127_10.1016_j.cell.2021.11.031_38bd899f1b:claim:e7f15efb0a9c854d10e2	proliferative stem cell	metaplastic cell		explicit		proliferative stem cell
hca:0130_10.1038_s41422-020-00455-9_6ab85d317a	hca:0130_10.1038_s41422-020-00455-9_6ab85d317a:claim:df81bbfa3d862b58c940	monocyte	macrophage	CL:0000235	explicit	1.0	monocyte
hca:0130_10.1038_s41422-020-00455-9_6ab85d317a	hca:0130_10.1038_s41422-020-00455-9_6ab85d317a:claim:eab4607b3912b590b9fb	mature-naïve follicular B-cell	memory B-cell	CL:0000787	implicit	1.0	mature naïve follicular b cell
hca:0132_10.1038_s41467-020-16239-z_001d78a35b	hca:0132_10.1038_s41467-020-16239-z_001d78a35b:claim:9db7a392f5538c788ce2	submucosal gland mucus secretory cell	surface mucus secretory cell	CL:0000151	implicit	0.0	submucosal gland mucus secretory cell
hca:0132_10.1038_s41467-020-16239-z_001d78a35b	hca:0132_10.1038_s41467-020-16239-z_001d78a35b:claim:c51cce50aedfca6364f1	surface mucus secretory cell	submucosal gland mucus secretory cell	CL:0000151	explicit	0.0	surface mucus secretory cell
hca:0134_10.3389_fimmu.2021.636720_9a958ecc4e	hca:0134_10.3389_fimmu.2021.636720_9a958ecc4e:claim:fb8e67daec530e2edf27	activated B cell cluster 0	age-associated B cell	CL:4033094	explicit	1.0	activated b cell cluster 0
hca:0134_10.3389_fimmu.2021.636720_9a958ecc4e	hca:0134_10.3389_fimmu.2021.636720_9a958ecc4e:claim:fb8e67daec530e2edf27	activated B cell cluster 0	double negative 2 cell	CL:0000806	explicit	0.0	activated b cell cluster 0
