term_type	curie	observed_label	current_exact	semantic_exact	match_source	canonical_label	exact_synonyms	obsolete
celltype	CL:0000746	cardiomyocyte state 6	0	0	none	cardiac muscle cell	cardiac muscle fiber | cardiac myocyte | cardiomyocyte | heart muscle cell	0
celltype	CL:0000746	cardiomyocyte state 7	0	0	none	cardiac muscle cell	cardiac muscle fiber | cardiac myocyte | cardiomyocyte | heart muscle cell	0
celltype	CL:0000746	cardiomyocyte subcluster 4	0	0	none	cardiac muscle cell	cardiac muscle fiber | cardiac myocyte | cardiomyocyte | heart muscle cell	0
celltype	CL:0000746	cardiomyocyte subtype 0	0	0	none	cardiac muscle cell	cardiac muscle fiber | cardiac myocyte | cardiomyocyte | heart muscle cell	0
celltype	CL:0000746	cardiomyocyte subtype 1	0	0	none	cardiac muscle cell	cardiac muscle fiber | cardiac myocyte | cardiomyocyte | heart muscle cell	0
celltype	CL:0000746	cardiomyocyte subtype 2	0	0	none	cardiac muscle cell	cardiac muscle fiber | cardiac myocyte | cardiomyocyte | heart muscle cell	0
celltype	CL:0000746	cardiomyocytes	1	0	none	cardiac muscle cell	cardiac muscle fiber | cardiac myocyte | cardiomyocyte | heart muscle cell	0
celltype	CL:0000746	committed cardiomyocyte	0	0	none	cardiac muscle cell	cardiac muscle fiber | cardiac myocyte | cardiomyocyte | heart muscle cell	0
celltype	CL:0000746	compact myocardium cardiomyocyte	0	0	none	cardiac muscle cell	cardiac muscle fiber | cardiac myocyte | cardiomyocyte | heart muscle cell	0
celltype	CL:0000746	definitive cardiomyocyte	0	0	none	cardiac muscle cell	cardiac muscle fiber | cardiac myocyte | cardiomyocyte | heart muscle cell	0
celltype	CL:0000746	epicardial-proximal cardiomyocyte	0	0	none	cardiac muscle cell	cardiac muscle fiber | cardiac myocyte | cardiomyocyte | heart muscle cell	0
celltype	CL:0000746	hybrid ventricular cardiomyocyte	0	0	none	cardiac muscle cell	cardiac muscle fiber | cardiac myocyte | cardiomyocyte | heart muscle cell	0
celltype	CL:0000746	hypertrophic cardiomyopathy cardiomyocyte	0	0	none	cardiac muscle cell	cardiac muscle fiber | cardiac myocyte | cardiomyocyte | heart muscle cell	0
celltype	CL:0000746	hypertrophic cardiomyopathy cardiomyocyte cluster 2	0	0	none	cardiac muscle cell	cardiac muscle fiber | cardiac myocyte | cardiomyocyte | heart muscle cell	0
celltype	CL:0000746	hypertrophic cardiomyopathy cardiomyocyte cluster 3	0	0	none	cardiac muscle cell	cardiac muscle fiber | cardiac myocyte | cardiomyocyte | heart muscle cell	0
celltype	CL:0000746	left ventricular cardiomyocyte	0	0	none	cardiac muscle cell	cardiac muscle fiber | cardiac myocyte | cardiomyocyte | heart muscle cell	0
celltype	CL:0000746	mature cardiomyocyte	0	0	none	cardiac muscle cell	cardiac muscle fiber | cardiac myocyte | cardiomyocyte | heart muscle cell	0
celltype	CL:0000746	mature left ventricular cardiomyocyte	0	0	none	cardiac muscle cell	cardiac muscle fiber | cardiac myocyte | cardiomyocyte | heart muscle cell	0
celltype	CL:0000746	non-cardiomyocyte cell	0	0	none	cardiac muscle cell	cardiac muscle fiber | cardiac myocyte | cardiomyocyte | heart muscle cell	0
celltype	CL:0000746	stressed ventricular cardiomyocyte 3	0	0	none	cardiac muscle cell	cardiac muscle fiber | cardiac myocyte | cardiomyocyte | heart muscle cell	0
celltype	CL:0000746	trabecular myocardium cardiomyocyte	0	0	none	cardiac muscle cell	cardiac muscle fiber | cardiac myocyte | cardiomyocyte | heart muscle cell	0
celltype	CL:0000746	ventricular cardiomyocyte	0	0	none	cardiac muscle cell	cardiac muscle fiber | cardiac myocyte | cardiomyocyte | heart muscle cell	0
celltype	CL:0000746	ventricular cardiomyocyte 2	0	0	none	cardiac muscle cell	cardiac muscle fiber | cardiac myocyte | cardiomyocyte | heart muscle cell	0
celltype	CL:0000746	ventricular cardiomyocyte 3	0	0	none	cardiac muscle cell	cardiac muscle fiber | cardiac myocyte | cardiomyocyte | heart muscle cell	0
celltype	CL:0000746	ventricular cardiomyocyte 4	0	0	none	cardiac muscle cell	cardiac muscle fiber | cardiac myocyte | cardiomyocyte | heart muscle cell	0
celltype	CL:0000746	ventricular cardiomyocyte 5	0	0	none	cardiac muscle cell	cardiac muscle fiber | cardiac myocyte | cardiomyocyte | heart muscle cell	0
celltype	CL:0000746	ventricular cardiomyocyte state 2	0	0	none	cardiac muscle cell	cardiac muscle fiber | cardiac myocyte | cardiomyocyte | heart muscle cell	0
celltype	CL:0000746	ventricular cardiomyocyte state 3	0	0	none	cardiac muscle cell	cardiac muscle fiber | cardiac myocyte | cardiomyocyte | heart muscle cell	0
celltype	CL:0000749	ON-bipolar cell	1	1	canonical	ON-bipolar cell		0
celltype	CL:0000750	OFF-bipolar cell	1	1	canonical	OFF-bipolar cell		0
celltype	CL:0000751	ON-cone and rod bipolar cell	0	0	none	rod bipolar cell		0
celltype	CL:0000751	rod bipolar cell	1	1	canonical	rod bipolar cell		0
celltype	CL:0000763	CXCL10-positive myeloid cell	0	0	none	myeloid cell		0
celltype	CL:0000763	IL1B-positive myeloid cell	0	0	none	myeloid cell		0
celltype	CL:0000763	major histocompatibility complex class II high myeloid cell	0	0	none	myeloid cell		0
celltype	CL:0000763	microglia/myeloid cell	0	0	none	myeloid cell		0
celltype	CL:0000763	monocyte-like myeloid cell	0	0	none	myeloid cell		0
celltype	CL:0000763	myeloid cell	1	1	canonical	myeloid cell		0
celltype	CL:0000763	myeloid cell state CS2	0	0	none	myeloid cell		0
celltype	CL:0000763	myeloid cell/macrophage	0	0	none	myeloid cell		0
celltype	CL:0000763	resident myeloid cell	0	0	none	myeloid cell		0
celltype	CL:0000763	tumor-infiltrating myeloid cell	0	0	none	myeloid cell		0
celltype	CL:0000765	erythroblast	1	1	canonical	erythroblast	normoblast	0
celltype	CL:0000765	erythroblast cluster 12	0	0	none	erythroblast	normoblast	0
celltype	CL:0000765	erythroblast cluster 6	0	0	none	erythroblast	normoblast	0
celltype	CL:0000765	erythroblast cluster 9	0	0	none	erythroblast	normoblast	0
celltype	CL:0000765	pro-erythroblast	0	0	none	erythroblast	normoblast	0
celltype	CL:0000767	basophil	1	1	canonical	basophil	basophilic leucocyte | basophilic leukocyte	0
celltype	CL:0000771	eosinophil	1	1	canonical	eosinophil	eosinocyte | eosinophilic granulocyte | eosinophilic leucocyte | eosinophilic leukocyte	0
celltype	CL:0000775	S100A12+ neutrophil	0	0	none	neutrophil	neutrocyte | neutrophil leucocyte | neutrophil leukocyte | neutrophilic leucocyte | neutrophilic leukocyte	0
celltype	CL:0000775	S100A12- neutrophil	0	0	none	neutrophil	neutrocyte | neutrophil leucocyte | neutrophil leukocyte | neutrophilic leucocyte | neutrophilic leukocyte	0
celltype	CL:0000775	activated neutrophil	0	0	none	neutrophil	neutrocyte | neutrophil leucocyte | neutrophil leukocyte | neutrophilic leucocyte | neutrophilic leukocyte	0
celltype	CL:0000775	armed neutrophil	0	0	none	neutrophil	neutrocyte | neutrophil leucocyte | neutrophil leukocyte | neutrophilic leucocyte | neutrophilic leukocyte	0
celltype	CL:0000775	engaged neutrophil	0	0	none	neutrophil	neutrocyte | neutrophil leucocyte | neutrophil leukocyte | neutrophilic leucocyte | neutrophilic leukocyte	0
celltype	CL:0000775	exhausted neutrophil	0	0	none	neutrophil	neutrocyte | neutrophil leucocyte | neutrophil leukocyte | neutrophilic leucocyte | neutrophilic leukocyte	0
celltype	CL:0000775	high-density neutrophil	0	0	none	neutrophil	neutrocyte | neutrophil leucocyte | neutrophil leukocyte | neutrophilic leucocyte | neutrophilic leukocyte	0
celltype	CL:0000775	immunosuppressive and angiogenic neutrophil	0	0	none	neutrophil	neutrocyte | neutrophil leucocyte | neutrophil leukocyte | neutrophilic leucocyte | neutrophilic leukocyte	0
celltype	CL:0000775	interferon-stimulated gene-expressing low-density neutrophil	0	0	none	neutrophil	neutrocyte | neutrophil leucocyte | neutrophil leukocyte | neutrophilic leucocyte | neutrophilic leukocyte	0
celltype	CL:0000775	low-density neutrophil	0	0	none	neutrophil	neutrocyte | neutrophil leucocyte | neutrophil leukocyte | neutrophilic leucocyte | neutrophilic leukocyte	0
celltype	CL:0000775	mature normal density neutrophil	0	0	none	neutrophil	neutrocyte | neutrophil leucocyte | neutrophil leukocyte | neutrophilic leucocyte | neutrophilic leukocyte	0
celltype	CL:0000775	monocyte/neutrophil	0	0	none	neutrophil	neutrocyte | neutrophil leucocyte | neutrophil leukocyte | neutrophilic leucocyte | neutrophilic leukocyte	0
celltype	CL:0000775	neutrophil	1	1	canonical	neutrophil	neutrocyte | neutrophil leucocyte | neutrophil leukocyte | neutrophilic leucocyte | neutrophilic leukocyte	0
celltype	CL:0000775	neutrophil-like cell	0	0	none	neutrophil	neutrocyte | neutrophil leucocyte | neutrophil leukocyte | neutrophilic leucocyte | neutrophilic leukocyte	0
celltype	CL:0000775	pre-neutrophil	0	0	none	neutrophil	neutrocyte | neutrophil leucocyte | neutrophil leukocyte | neutrophilic leucocyte | neutrophilic leukocyte	0
celltype	CL:0000775	pro-neutrophil	0	0	none	neutrophil	neutrocyte | neutrophil leucocyte | neutrophil leukocyte | neutrophilic leucocyte | neutrophilic leukocyte	0
celltype	CL:0000775	tumor-associated neutrophil	0	0	none	neutrophil	neutrocyte | neutrophil leucocyte | neutrophil leukocyte | neutrophilic leucocyte | neutrophilic leukocyte	0
celltype	CL:0000775	tumor-associated neutrophil 2/tumor-associated neutrophil 3	0	0	none	neutrophil	neutrocyte | neutrophil leucocyte | neutrophil leukocyte | neutrophilic leucocyte | neutrophilic leukocyte	0
celltype	CL:0000775	tumor-associated neutrophil 4	0	0	none	neutrophil	neutrocyte | neutrophil leucocyte | neutrophil leukocyte | neutrophilic leucocyte | neutrophilic leukocyte	0
celltype	CL:0000776	immature neutrophil	1	1	canonical	immature neutrophil	immatuer neutrophilic leukocyte | immature neutrocyte | immature neutrophil leucocyte | immature neutrophil leukocyte | immature neutrophilic leucocyte	0
celltype	CL:0000776	vascular immature neutrophil	0	0	none	immature neutrophil	immatuer neutrophilic leukocyte | immature neutrocyte | immature neutrophil leucocyte | immature neutrophil leukocyte | immature neutrophilic leucocyte	0
celltype	CL:0000779	multinucleated osteoclast	1	1	exact_synonym	multinuclear osteoclast	multinucleated osteoclast	0
celltype	CL:0000782	CLEC9A-positive myeloid dendritic cell	0	0	none	myeloid dendritic cell	CD11c+CD123- DC | mDC	0
celltype	CL:0000782	mature LAMP3-positive myeloid dendritic cell	0	0	none	myeloid dendritic cell	CD11c+CD123- DC | mDC	0
celltype	CL:0000782	mature myeloid dendritic cell	0	0	none	myeloid dendritic cell	CD11c+CD123- DC | mDC	0
celltype	CL:0000782	myeloid dendritic cell	1	1	canonical	myeloid dendritic cell	CD11c+CD123- DC | mDC	0
celltype	CL:0000782	myeloid dendritic cell type 1	0	0	none	myeloid dendritic cell	CD11c+CD123- DC | mDC	0
celltype	CL:0000782	myeloid dendritic cell type 2	0	0	none	myeloid dendritic cell	CD11c+CD123- DC | mDC	0
celltype	CL:0000784	lymphoid dendritic cell	1	1	exact_synonym	plasmacytoid dendritic cell	DC2 | IPC | T-associated plasma cell | interferon-producing cell | lymphoid dendritic cell | pDC | plasmacytoid T cell | plasmacytoid monocyte | type 2 DC	0
celltype	CL:0000784	plasmacytoid dendritic cell	1	1	canonical	plasmacytoid dendritic cell	DC2 | IPC | T-associated plasma cell | interferon-producing cell | lymphoid dendritic cell | pDC | plasmacytoid T cell | plasmacytoid monocyte | type 2 DC	0
celltype	CL:0000784	precursor of plasmacytoid dendritic cell	0	0	none	plasmacytoid dendritic cell	DC2 | IPC | T-associated plasma cell | interferon-producing cell | lymphoid dendritic cell | pDC | plasmacytoid T cell | plasmacytoid monocyte | type 2 DC	0
celltype	CL:0000785	mature B cell	1	1	canonical	mature B cell	mature B lymphocyte | mature B-cell | mature B-lymphocyte	0
celltype	CL:0000786	B/plasma cell	0	0	none	plasma cell	plasma B cell | plasma B-cell | plasmacyte | plasmocyte	0
celltype	CL:0000786	CD138-high plasma cell	0	0	none	plasma cell	plasma B cell | plasma B-cell | plasmacyte | plasmocyte	0
celltype	CL:0000786	IgG-secreting plasma cell	0	0	none	plasma cell	plasma B cell | plasma B-cell | plasmacyte | plasmocyte	0
celltype	CL:0000786	Plasma_ITGA8 plasma cell	0	0	none	plasma cell	plasma B cell | plasma B-cell | plasmacyte | plasmocyte	0
celltype	CL:0000786	aberrant plasma cell	0	0	none	plasma cell	plasma B cell | plasma B-cell | plasmacyte | plasmocyte	0
celltype	CL:0000786	active plasma cell	0	0	none	plasma cell	plasma B cell | plasma B-cell | plasmacyte | plasmocyte	0
celltype	CL:0000786	cecal plasma B cell	0	0	none	plasma cell	plasma B cell | plasma B-cell | plasmacyte | plasmocyte	0
celltype	CL:0000786	cecal plasma cell	0	0	none	plasma cell	plasma B cell | plasma B-cell | plasmacyte | plasmocyte	0
celltype	CL:0000786	cytotoxic plasma cell	0	0	none	plasma cell	plasma B cell | plasma B-cell | plasmacyte | plasmocyte	0
celltype	CL:0000786	follicular and IgG plasma B cell	0	0	none	plasma cell	plasma B cell | plasma B-cell | plasmacyte | plasmocyte	0
celltype	CL:0000786	long-lived plasma cell	0	0	none	plasma cell	plasma B cell | plasma B-cell | plasmacyte | plasmocyte	0
celltype	CL:0000786	malignant plasma cell	0	0	none	plasma cell	plasma B cell | plasma B-cell | plasmacyte | plasmocyte	0
celltype	CL:0000786	mature plasma cell	0	0	none	plasma cell	plasma B cell | plasma B-cell | plasmacyte | plasmocyte	0
celltype	CL:0000786	multiple myeloma plasma cell	0	0	none	plasma cell	plasma B cell | plasma B-cell | plasmacyte | plasmocyte	0
celltype	CL:0000786	normal plasma cell	0	0	none	plasma cell	plasma B cell | plasma B-cell | plasmacyte | plasmocyte	0
celltype	CL:0000786	plasma B cell	1	1	exact_synonym	plasma cell	plasma B cell | plasma B-cell | plasmacyte | plasmocyte	0
celltype	CL:0000786	plasma cell	1	1	canonical	plasma cell	plasma B cell | plasma B-cell | plasmacyte | plasmocyte	0
celltype	CL:0000786	plasma cell progenitor	0	0	none	plasma cell	plasma B cell | plasma B-cell | plasmacyte | plasmocyte	0
celltype	CL:0000786	plasma cell subpopulation R.3	0	0	none	plasma cell	plasma B cell | plasma B-cell | plasmacyte | plasmocyte	0
celltype	CL:0000786	plasmablast and plasma cell	0	0	none	plasma cell	plasma B cell | plasma B-cell | plasmacyte | plasmocyte	0
celltype	CL:0000786	plasmablast/plasma cell	0	0	none	plasma cell	plasma B cell | plasma B-cell | plasmacyte | plasmocyte	0
celltype	CL:0000786	short-lived plasma cell	0	0	none	plasma cell	plasma B cell | plasma B-cell | plasmacyte | plasmocyte	0
celltype	CL:0000786	sigmoid colon IgA-positive plasma cell	0	0	none	plasma cell	plasma B cell | plasma B-cell | plasmacyte | plasmocyte	0
celltype	CL:0000786	sigmoid colon plasma cell	0	0	none	plasma cell	plasma B cell | plasma B-cell | plasmacyte | plasmocyte	0
celltype	CL:0000786	terminal plasma cell	0	0	none	plasma cell	plasma B cell | plasma B-cell | plasmacyte | plasmocyte	0
celltype	CL:0000787	CD11c positive memory B cell	0	0	none	memory B cell	memory B lymphocyte | memory B-cell | memory B-lymphocyte	0
celltype	CL:0000787	IgG negative switched memory B cell	0	0	none	memory B cell	memory B lymphocyte | memory B-cell | memory B-lymphocyte	0
celltype	CL:0000787	IgG positive switched memory B cell	0	0	none	memory B cell	memory B lymphocyte | memory B-cell | memory B-lymphocyte	0
celltype	CL:0000787	MemB_ITGAX memory B cell	0	0	none	memory B cell	memory B lymphocyte | memory B-cell | memory B-lymphocyte	0
celltype	CL:0000787	activated switched memory B cell	0	0	none	memory B cell	memory B lymphocyte | memory B-cell | memory B-lymphocyte	0
celltype	CL:0000787	atypical memory B cell	0	0	none	memory B cell	memory B lymphocyte | memory B-cell | memory B-lymphocyte	0
celltype	CL:0000787	class-switched memory B cell	0	0	none	memory B cell	memory B lymphocyte | memory B-cell | memory B-lymphocyte	0
celltype	CL:0000787	classical memory B cell	0	0	none	memory B cell	memory B lymphocyte | memory B-cell | memory B-lymphocyte	0
celltype	CL:0000787	memory B cell	1	1	canonical	memory B cell	memory B lymphocyte | memory B-cell | memory B-lymphocyte	0
celltype	CL:0000787	memory B-cell	1	1	exact_synonym	memory B cell	memory B lymphocyte | memory B-cell | memory B-lymphocyte	0
celltype	CL:0000787	naïve, activated, and memory B cell	0	0	none	memory B cell	memory B lymphocyte | memory B-cell | memory B-lymphocyte	0
celltype	CL:0000787	pre-memory B cell	0	0	none	memory B cell	memory B lymphocyte | memory B-cell | memory B-lymphocyte	0
celltype	CL:0000787	tissue-like memory B cell	0	0	none	memory B cell	memory B lymphocyte | memory B-cell | memory B-lymphocyte	0
celltype	CL:0000787	tissue-restricted memory B cell	0	0	none	memory B cell	memory B lymphocyte | memory B-cell | memory B-lymphocyte	0
celltype	CL:0000788	CD38-high naive B cell	0	0	none	naive B cell	naive B lymphocyte | naive B-cell | naive B-lymphocyte	0
celltype	CL:0000788	IgM positive naive B cell	0	0	none	naive B cell	naive B lymphocyte | naive B-cell | naive B-lymphocyte	0
celltype	CL:0000788	distinct naive B cell	0	0	none	naive B cell	naive B lymphocyte | naive B-cell | naive B-lymphocyte	0
celltype	CL:0000788	early germinal center-committed naive B cell	0	0	none	naive B cell	naive B lymphocyte | naive B-cell | naive B-lymphocyte	0
celltype	CL:0000788	naive B cell	1	1	canonical	naive B cell	naive B lymphocyte | naive B-cell | naive B-lymphocyte	0
celltype	CL:0000788	naive B lymphocyte	1	1	exact_synonym	naive B cell	naive B lymphocyte | naive B-cell | naive B-lymphocyte	0
celltype	CL:0000789	CD3-positive alpha-beta T cell	0	0	none	alpha-beta T cell	alpha-beta T lymphocyte | alpha-beta T-cell | alpha-beta T-lymphocyte	0
celltype	CL:0000789	TCR alpha-beta T cell	0	0	none	alpha-beta T cell	alpha-beta T lymphocyte | alpha-beta T-cell | alpha-beta T-lymphocyte	0
celltype	CL:0000789	alpha-beta T cell	1	1	canonical	alpha-beta T cell	alpha-beta T lymphocyte | alpha-beta T-cell | alpha-beta T-lymphocyte	0
celltype	CL:0000792	regulatory CD4+ T cell	1	0	none	CD4-positive, CD25-positive, alpha-beta regulatory T cell	CD4-positive, CD25-positive, alpha-beta regulatory T lymphocyte | CD4-positive, CD25-positive, alpha-beta regulatory T-cell | CD4-positive, CD25-positive, alpha-beta regulatory T-lymphocyte	0
celltype	CL:0000798	gamma-delta T cell	1	1	canonical	gamma-delta T cell	gamma-delta T lymphocyte | gamma-delta T-cell | gamma-delta T-lymphocyte | gammadelta T cell	0
celltype	CL:0000813	CD103+CD161+CCR5+ CD4+ tissue-resident memory T cell	0	0	none	memory T cell	memory T lymphocyte | memory T-cell | memory T-lymphocyte	0
celltype	CL:0000813	CD103-/low tissue-resident memory T cell cluster 1	0	0	none	memory T cell	memory T lymphocyte | memory T-cell | memory T-lymphocyte	0
celltype	CL:0000813	CD4+ tissue resident memory T cell	0	0	none	memory T cell	memory T lymphocyte | memory T-cell | memory T-lymphocyte	0
celltype	CL:0000813	CD4+ tissue-resident memory T cell	0	0	none	memory T cell	memory T lymphocyte | memory T-cell | memory T-lymphocyte	0
celltype	CL:0000813	CD4-positive memory T cell	0	0	none	memory T cell	memory T lymphocyte | memory T-cell | memory T-lymphocyte	0
celltype	CL:0000813	CD4-positive memory T cell cluster 3	0	0	none	memory T cell	memory T lymphocyte | memory T-cell | memory T-lymphocyte	0
celltype	CL:0000813	CD69+ CD103-/low tissue-resident memory T cell	0	0	none	memory T cell	memory T lymphocyte | memory T-cell | memory T-lymphocyte	0
celltype	CL:0000813	CD8 tissue-resident memory T cell	0	0	none	memory T cell	memory T lymphocyte | memory T-cell | memory T-lymphocyte	0
celltype	CL:0000813	CD8+ effector memory T cell	1	0	none	memory T cell	memory T lymphocyte | memory T-cell | memory T-lymphocyte	0
celltype	CL:0000813	CD8-positive effector-memory T cell	0	0	none	memory T cell	memory T lymphocyte | memory T-cell | memory T-lymphocyte	0
celltype	CL:0000813	CD8-positive tissue-resident memory T cell	0	0	none	memory T cell	memory T lymphocyte | memory T-cell | memory T-lymphocyte	0
celltype	CL:0000813	Crohn's disease-specific CD4+ tissue-resident memory T cell	0	0	none	memory T cell	memory T lymphocyte | memory T-cell | memory T-lymphocyte	0
celltype	CL:0000813	conventional CD103+ tissue-resident memory T cell	0	0	none	memory T cell	memory T lymphocyte | memory T-cell | memory T-lymphocyte	0
celltype	CL:0000813	infiltrating memory T cell	0	0	none	memory T cell	memory T lymphocyte | memory T-cell | memory T-lymphocyte	0
celltype	CL:0000813	memory T cell	1	1	canonical	memory T cell	memory T lymphocyte | memory T-cell | memory T-lymphocyte	0
celltype	CL:0000813	memory T cell (CD4-c2-CD69)	0	0	none	memory T cell	memory T lymphocyte | memory T-cell | memory T-lymphocyte	0
celltype	CL:0000813	memory T cell (CD8-c3-IL7R)	0	0	none	memory T cell	memory T lymphocyte | memory T-cell | memory T-lymphocyte	0
celltype	CL:0000813	memory T cell (CD8-c4-GZMK)	0	0	none	memory T cell	memory T lymphocyte | memory T-cell | memory T-lymphocyte	0
celltype	CL:0000813	naïve T cell/stem cell memory T cell	0	0	none	memory T cell	memory T lymphocyte | memory T-cell | memory T-lymphocyte	0
celltype	CL:0000813	naïve/memory T cell	0	0	none	memory T cell	memory T lymphocyte | memory T-cell | memory T-lymphocyte	0
celltype	CL:0000813	resident memory T cell	0	0	none	memory T cell	memory T lymphocyte | memory T-cell | memory T-lymphocyte	0
celltype	CL:0000813	tissue resident memory T cell	0	0	none	memory T cell	memory T lymphocyte | memory T-cell | memory T-lymphocyte	0
celltype	CL:0000813	tissue-resident memory T cell	0	0	none	memory T cell	memory T lymphocyte | memory T-cell | memory T-lymphocyte	0
celltype	CL:0000814	NKT cell	1	0	none	mature NK T cell	mature NK T lymphocyte | mature NK T-cell | mature NK T-lymphocyte | mature NKT cell | mature natural killer T cell | mature natural killer T lymphocyte | mature natural killer T-cell | mature natural killer T-lymphocyte	0
celltype	CL:0000814	NKT cell cluster 1	0	0	none	mature NK T cell	mature NK T lymphocyte | mature NK T-cell | mature NK T-lymphocyte | mature NKT cell | mature natural killer T cell | mature natural killer T lymphocyte | mature natural killer T-cell | mature natural killer T-lymphocyte	0
celltype	CL:0000814	NKT cell cluster 3	0	0	none	mature NK T cell	mature NK T lymphocyte | mature NK T-cell | mature NK T-lymphocyte | mature NKT cell | mature natural killer T cell | mature natural killer T lymphocyte | mature natural killer T-cell | mature natural killer T-lymphocyte	0
celltype	CL:0000814	T and natural killer T cell	0	0	none	mature NK T cell	mature NK T lymphocyte | mature NK T-cell | mature NK T-lymphocyte | mature NKT cell | mature natural killer T cell | mature natural killer T lymphocyte | mature natural killer T-cell | mature natural killer T-lymphocyte	0
celltype	CL:0000814	natural killer T cell	1	0	none	mature NK T cell	mature NK T lymphocyte | mature NK T-cell | mature NK T-lymphocyte | mature NKT cell | mature natural killer T cell | mature natural killer T lymphocyte | mature natural killer T-cell | mature natural killer T-lymphocyte	0
celltype	CL:0000814	natural killer and natural killer T cell	0	0	none	mature NK T cell	mature NK T lymphocyte | mature NK T-cell | mature NK T-lymphocyte | mature NKT cell | mature natural killer T cell | mature natural killer T lymphocyte | mature natural killer T-cell | mature natural killer T-lymphocyte	0
celltype	CL:0000814	stimulated natural killer T cell cluster 1	0	0	none	mature NK T cell	mature NK T lymphocyte | mature NK T-cell | mature NK T-lymphocyte | mature NKT cell | mature natural killer T cell | mature natural killer T lymphocyte | mature natural killer T-cell | mature natural killer T-lymphocyte	0
celltype	CL:0000814	stimulated natural killer T cell cluster 2	0	0	none	mature NK T cell	mature NK T lymphocyte | mature NK T-cell | mature NK T-lymphocyte | mature NKT cell | mature natural killer T cell | mature natural killer T lymphocyte | mature natural killer T-cell | mature natural killer T-lymphocyte	0
celltype	CL:0000814	stimulated natural killer T cell cluster 2 sub-cluster A	0	0	none	mature NK T cell	mature NK T lymphocyte | mature NK T-cell | mature NK T-lymphocyte | mature NKT cell | mature natural killer T cell | mature natural killer T lymphocyte | mature natural killer T-cell | mature natural killer T-lymphocyte	0
celltype	CL:0000814	stimulated natural killer T cell cluster 2 sub-cluster B	0	0	none	mature NK T cell	mature NK T lymphocyte | mature NK T-cell | mature NK T-lymphocyte | mature NKT cell | mature natural killer T cell | mature natural killer T lymphocyte | mature natural killer T-cell | mature natural killer T-lymphocyte	0
celltype	CL:0000814	stimulated natural killer T cell cluster 3	0	0	none	mature NK T cell	mature NK T lymphocyte | mature NK T-cell | mature NK T-lymphocyte | mature NKT cell | mature natural killer T cell | mature natural killer T lymphocyte | mature natural killer T-cell | mature natural killer T-lymphocyte	0
celltype	CL:0000814	stimulated natural killer T cell cluster 4	0	0	none	mature NK T cell	mature NK T lymphocyte | mature NK T-cell | mature NK T-lymphocyte | mature NKT cell | mature natural killer T cell | mature natural killer T lymphocyte | mature natural killer T-cell | mature natural killer T-lymphocyte	0
celltype	CL:0000814	stimulated natural killer T cell cluster 5	0	0	none	mature NK T cell	mature NK T lymphocyte | mature NK T-cell | mature NK T-lymphocyte | mature NKT cell | mature natural killer T cell | mature natural killer T lymphocyte | mature natural killer T-cell | mature natural killer T-lymphocyte	0
celltype	CL:0000814	unstimulated natural killer T cell cluster 1	0	0	none	mature NK T cell	mature NK T lymphocyte | mature NK T-cell | mature NK T-lymphocyte | mature NKT cell | mature natural killer T cell | mature natural killer T lymphocyte | mature natural killer T-cell | mature natural killer T-lymphocyte	0
celltype	CL:0000814	unstimulated natural killer T cell cluster 2	0	0	none	mature NK T cell	mature NK T lymphocyte | mature NK T-cell | mature NK T-lymphocyte | mature NKT cell | mature natural killer T cell | mature natural killer T lymphocyte | mature natural killer T-cell | mature natural killer T-lymphocyte	0
celltype	CL:0000814	unstimulated natural killer T cell cluster 3	0	0	none	mature NK T cell	mature NK T lymphocyte | mature NK T-cell | mature NK T-lymphocyte | mature NKT cell | mature natural killer T cell | mature natural killer T lymphocyte | mature natural killer T-cell | mature natural killer T-lymphocyte	0
celltype	CL:0000814	unstimulated natural killer T cell cluster 4	0	0	none	mature NK T cell	mature NK T lymphocyte | mature NK T-cell | mature NK T-lymphocyte | mature NKT cell | mature natural killer T cell | mature natural killer T lymphocyte | mature natural killer T-cell | mature natural killer T-lymphocyte	0
celltype	CL:0000815	CD4+ regulatory T cell	0	0	none	regulatory T cell	Treg | regulatory T lymphocyte | regulatory T-cell | regulatory T-lymphocyte	0
celltype	CL:0000815	CD4-positive regulatory T cell	0	0	none	regulatory T cell	Treg | regulatory T lymphocyte | regulatory T-cell | regulatory T-lymphocyte	0
celltype	CL:0000815	CD4T_FOXP3 regulatory T cell	0	0	none	regulatory T cell	Treg | regulatory T lymphocyte | regulatory T-cell | regulatory T-lymphocyte	0
celltype	CL:0000815	CD8-positive regulatory T cell	0	0	none	regulatory T cell	Treg | regulatory T lymphocyte | regulatory T-cell | regulatory T-lymphocyte	0
celltype	CL:0000815	FOXP3-positive CD4-positive regulatory T cell	0	0	none	regulatory T cell	Treg | regulatory T lymphocyte | regulatory T-cell | regulatory T-lymphocyte	0
celltype	CL:0000815	FOXP3-positive regulatory T cell	0	0	none	regulatory T cell	Treg | regulatory T lymphocyte | regulatory T-cell | regulatory T-lymphocyte	0
celltype	CL:0000815	HSPA1A-positive regulatory T cell	0	0	none	regulatory T cell	Treg | regulatory T lymphocyte | regulatory T-cell | regulatory T-lymphocyte	0
celltype	CL:0000815	IFIT1-positive regulatory T cell	0	0	none	regulatory T cell	Treg | regulatory T lymphocyte | regulatory T-cell | regulatory T-lymphocyte	0
