mode	name_match	marker_overlap	reviewed_result	review_confidence	review_class	classification_note	pairwise_assessment	followup_flag	jaccard	paper_1	paper_title_1	cell_type_1	markers_1	shared_markers	unique_markers_1	context_summary_1	context_snippet_1	manuscript_1	evidence_line_1	paper_2	paper_title_2	cell_type_2	markers_2	unique_markers_2	context_summary_2	context_snippet_2	manuscript_2	evidence_line_2	interpretation_note_1	interpretation_note_2	interpretation_note_3	labels	pair_id
Same label, partial marker overlap (0<J<1)	Same label	Partial marker overlap (0<J<1)	Same name supported	high	same_entity_reporting_detail		Same OPC identity with one paper reporting a broader canonical OPC marker set.		0.6	biorxiv:acd52af7-6c95-1014-8d0b-873ff14c4a57	Conservation and divergence of myelin proteome and oligodendrocyte transcriptome profiles between humans and mice	OPC	VCAN; PTPRZ1; PDGFRA; PCDH15; CSPG4	VCAN; PDGFRA; CSPG4	PTPRZ1; PCDH15		Indeed, when highlighting marker gene expression on UMAP projections, cells expressing markers for OPCs (CSPG4, PCDH15, PDGFRa, PTPRZ1) or MOL (ANLN, CNP, MBP, PLP1) clustered well in both the human and mouse integrated datasets (Figure 3-supplement 1c,e). Marker genes used for annotating the oligodendrocyte lineage were CSPG4, PCDH15, PDGFRa, PTPRZ1 and VCAN for OPCs, BCAS1, ENPP6 and GPR17 for NFO, and CA2, CLDN11, CNP, CMTM5, MAG, MBP, MOBP, PLP1 and SIRT2 for MOL.	data/biorxiv/meca/acd52af7-6c95-1014-8d0b-873ff14c4a57/manuscript.md		hca:0385_10.1038_s41586-022-04521-7_37f1f319e2	Single-cell dissection of the human cerebrovasculature in health and disease - PMC	OPC	VCAN; PDGFRA; CSPG4			Next, we checked the canonical markers (excitatory neuron: NRGN , SLC17A7 , and CAMK2A ; inhibitory neuron: GAD1 and GAD2 ; astrocyte: AQP4 and GFAP ; oligodendrocyte: MBP , MOBP , and PLP1 ; microglia: CSF1R , CD74 , and C3 ; OPC: VCAN , PDGFRA , and CSPG4 ; endothelial: FLT1 and CLDN5 ; pericyte: AMBP ) in each cluster to determine the cell type.	data/hca/manuscripts/0385_10.1038_s41586-022-04521-7_37f1f319e2/manuscript.md		Shared OPC program anchored by CSPG4, PDGFRA, and VCAN.	Paper 1 adds PCDH15 and PTPRZ1, both commonly used OPC markers.	Both snippets define OPCs directly; the mismatch reflects a more extensive OPC marker list in paper 1.	OPC	P41
Same label, partial marker overlap (0<J<1)	Same label	Partial marker overlap (0<J<1)	Same name supported	high	same_entity_reporting_detail		Same ionocyte identity with one paper reporting an extra regulatory marker.		0.75	biorxiv:cf0d429c-6c7f-1014-a5a8-f09b6915373d	A single-cell atlas of the human healthy airways	IONOCYTE	CFTR; FOXI1; DMRT2; ASCL3	CFTR; FOXI1; ASCL3	DMRT2		Ionocytes were characterized by markers such as ASCL3 and CFTR (29) (Figure 3C), and we identified ASCL3, FOXI1 and DMRT2 as ionocyte-specific regulatory units (Figure E10A).	data/biorxiv/meca/cf0d429c-6c7f-1014-a5a8-f09b6915373d/manuscript.md		hca:0132_10.1038_s41467-020-16239-z_001d78a35b	Dissecting the cellular specificity of smoking effects and reconstructing lineages in the human airway epithelium	IONOCYTE	CFTR; FOXI1; ASCL3			We also identified low abundance clusters containing cells expressing markers diagnostic for pulmonary neuroendocrine cells (PNECs and ASCL1 ) 16 , ionocytes ( FOXI1 ) 17 , 18 , or tuft cells ( POU2F3 ) 19 . Of these pairs, ionocytes and tuft-like cells shared 107 unique genes, 16% of which were transcriptional regulators, such as reported ionocyte TF, ASCL3 17 , 18 (Supplementary Table 2 ).	data/hca/manuscripts/0132_10.1038_s41467-020-16239-z_001d78a35b/manuscript.md		Shared ionocyte program anchored by ASCL3, CFTR, and FOXI1.	Paper 1 adds DMRT2 as an additional ionocyte-associated regulatory marker.	Both snippets explicitly describe ionocytes; the nonshared marker adds regulatory detail rather than a new label meaning.	IONOCYTE	P42
Same label, partial marker overlap (0<J<1)	Same label	Partial marker overlap (0<J<1)	Same name supported	high	same_entity_reporting_detail		Same mast-cell identity with one paper reporting an extra canonical mast-cell marker.		0.75	biorxiv:db8af155-6c8b-1014-b5f3-cedb7b3b1723	Shortening of 3’ UTRs in most cell types composing tumor tissues implicates alternative polyadenylation in protein metabolism	MAST CELL	CPA3; TPSAB1; TPSB2	CPA3; TPSAB1; TPSB2			We used the markers proposed in the (Lambrechts et al., 2018) study, but also added a few markers for mast cell (TPSAB1, TPSB2 and CPA3; (Dwyer et al., 2016) Table 1) (Fig. 1B).	data/biorxiv/meca/db8af155-6c8b-1014-b5f3-cedb7b3b1723/manuscript.md		hca:0410_10.3389_fcell.2021.820274_b0973e038f	Single-Cell Sequencing Unveils the Heterogeneity of Nonimmune Cells in Chronic Apical Periodontitis	MAST CELL	CPA3; KIT; TPSAB1; TPSB2	KIT		We selected the marker genes from the published literature to identify the four types of immune cells, such as CD79A and CD27 for B cells ( Mason et al., 1995 ; Agematsu et al., 2000 ), TRAC, NKG7, and CD3D for T cells ( Ng et al., 2020 ; Stadtmauer et al., 2020 ; Wang Z. et al., 2021 ), CD14 and CD68 for monocytes ( Wright et al., 1990 ; Iqbal et al., 2014 ), and TPSB2, TPSAB1 and CPA3 for mast cells ( Alnaeeli et al., 2006 ; Merluzzi et al., 2015 ; Finlin et al., 2017 ; Wilcock et al., 2019 ). In immune cells, CD3, CD19, CD14, and CD117 were respectively marked for T cells, B cells, monocytes, and mast cells ( Figure 2 ).	data/hca/manuscripts/0410_10.3389_fcell.2021.820274_b0973e038f/manuscript.md		Shared mast-cell program anchored by CPA3, TPSAB1, and TPSB2.	Paper 2 adds KIT/CD117, another canonical mast-cell surface marker.	Both snippets define mast cells using standard mast-cell genes; KIT reflects a more complete canonical marker set.	MAST CELL	P43
Same label, partial marker overlap (0<J<1)	Same label	Partial marker overlap (0<J<1)	Same name supported	medium	same_entity_reporting_detail		Same oligodendrocyte identity with one paper reporting an extended mature-oligodendrocyte marker set.		0.6	biorxiv:b60c0833-6df2-1014-8865-f92ffff4fcc6	Complement biosynthesis in human brain: Insights from single-nucleus transcriptomics of hippocampus	OLIGODENDROCYTE	PLP1; MOG; MOBP; MBP; CR1	PLP1; MOBP; MBP	MOG; CR1		Cell types were additionally annotated based on the expression of known marker genes: RBFOX3, SLC17A7 (excitatory neurons); RBFOX3, GAD1, GAD2 (inhibitory neurons); GFAP, AQP4, SLC1A2 (astrocytes); CX3CR1, P2RY12, APBB1IP (microglia); MOG, MBP, MOBP, PLP1 (oligodendrocytes); PDGFRA, CSPG4, OLIG1 (OPCs); CLDN5, VWF, PECAM1, FLT1 (endothelial cells); CFAP54, FOXJ1, RSPH1 (ependymal cells); and TRBC2, CD3D, CD3E (T cells). The CR1 gene was expressed abundantly in a small fraction of oligodendrocytes and microglia in healthy hippocampus, while CR2 expression was restricted to T cells.	data/biorxiv/meca/b60c0833-6df2-1014-8865-f92ffff4fcc6/manuscript.md		hca:0385_10.1038_s41586-022-04521-7_37f1f319e2	Single-cell dissection of the human cerebrovasculature in health and disease - PMC	OLIGODENDROCYTE	PLP1; MOBP; MBP			Next, we checked the canonical markers (excitatory neuron: NRGN , SLC17A7 , and CAMK2A ; inhibitory neuron: GAD1 and GAD2 ; astrocyte: AQP4 and GFAP ; oligodendrocyte: MBP , MOBP , and PLP1 ; microglia: CSF1R , CD74 , and C3 ; OPC: VCAN , PDGFRA , and CSPG4 ; endothelial: FLT1 and CLDN5 ; pericyte: AMBP ) in each cluster to determine the cell type.	data/hca/manuscripts/0385_10.1038_s41586-022-04521-7_37f1f319e2/manuscript.md		Shared oligodendrocyte core anchored by MBP, MOBP, and PLP1.	Paper 1 adds MOG and CR1, extending the mature oligodendrocyte marker list.	Both snippets clearly describe oligodendrocytes; the extra genes add tissue/detail rather than changing the cell-type label.	OLIGODENDROCYTE	P44
Same label, partial marker overlap (0<J<1)	Same label	Partial marker overlap (0<J<1)	Same name supported	medium	same_entity_reporting_detail		Same macrophage label with alternative canonical macrophage markers highlighted in each study.		0.5	biorxiv:d8ee72e2-7047-1014-a159-a9ef37bce7a4	Characterizing intra- and inter-tumor heterogeneity in Ovarian high-grade serous carcinoma subtypes using single-cell and spatial transcriptomics	MACROPHAGE	MSR1; CD68; MRC1	MSR1; MRC1	CD68		Cluster 3 showed expression of CD68, MSR1 and MRC1 and was hence identified as macrophage.	data/biorxiv/meca/d8ee72e2-7047-1014-a159-a9ef37bce7a4/manuscript.md		hca:0148_10.1113_jp287812_fd3137bc12	Exploring cellular changes in ruptured human quadriceps tendons at single‐cell resolution	MACROPHAGE	MSR1; CD163; MRC1	CD163		These included fibroblasts ( COL1A2 , COL3A1 , DCN ), macrophages ( CD163 , MRC1 , MSR1 ), vascular endothelial cells (VECs) ( PECAM1 , PTPRB , VWF ), mural cells ( NOTCH3 , PDGFRB , MYO1B ), adipocytes ( PLIN1 , PLIN4 , ADIPOQ ), T cells ( CD247 , SKAP1 , THEMIS ), nervous system cells ( NRXN1 , CADM2 , IL1RAPL2 ), lymphatic endothelial cells ( MMRN1 , PROX1 , PKHD1L1 ), dividing fibroblasts/mural cells and dividing macrophages ( ASPM , DIAPH3 , TOP2A ; more in Supporting information, Supplementary Fig. S4 ), dendritic cells (DCs) ( CLEC4C , CUX2 , BCL11A ), osteoblasts ( IBSP , SP7 , RUNX2 ), granulocytes ( KIT , CPA3 , IL18R1 ) and osteoclasts ( MMP9 , ACP5 , SIGLEC15 ).	data/hca/manuscripts/0148_10.1113_jp287812_fd3137bc12/manuscript.md		Shared macrophage program anchored by CD206/MRC1 and MSR1.	One paper emphasizes CD68, the other CD163, as additional macrophage markers.	Both snippets describe macrophages directly; the difference is marker emphasis rather than a different macrophage meaning.	MACROPHAGE	P45
Same label, partial marker overlap (0<J<1)	Same label	Partial marker overlap (0<J<1)	Context distinction	high	same_entity_state_context		Same plasma-cell label resolved by different maturation-state emphasis.		0.5	biorxiv:64ab9878-6ed8-1014-99e3-9a1ae6ef730b	Generalized cell phenotyping for spatial proteomics with language-informed vision models	PLASMA CELL	CD38; CD79A; SDC1	CD38; SDC1	CD79A		Despite sharing only the CD38 marker with other datasets (which is not exclusive to plasma cells), our model robustly recognizes plasma cells in the GVHD dataset when trained on all other datasets (Fig. 2g). We demonstrated this capability using the GVHD dataset 40, where plasma cells are identified using a unique marker (IgA) instead of the more common CD138 marker.	data/biorxiv/meca/64ab9878-6ed8-1014-99e3-9a1ae6ef730b/manuscript.md		hca:0113_10.1101_2021.04.28.441762_c83625bbe4	Cross-tissue immune cell analysis reveals tissue-specific adaptations and clonal architecture in humans	PLASMA CELL	CD38; SDC1; XBP1	XBP1		We also uncovered two populations of plasmablasts (Plasma_prolif) and plasma cells (Plasma_ITGA8) marked by expression of CD38, XBP1 and SDC1.	data/hca/manuscripts/0113_10.1101_2021.04.28.441762_c83625bbe4/manuscript.md		Shared plasma-cell program anchored by SDC1/CD138 and CD38.	Paper 1 adds CD79A, whereas paper 2 adds XBP1, consistent with a difference in plasma versus plasmablast maturation emphasis.	Both snippets describe plasma cells, but the nonshared markers emphasize different positions along plasma-cell differentiation.	PLASMA CELL	P46
Same label, partial marker overlap (0<J<1)	Same label	Partial marker overlap (0<J<1)	Context distinction	high	same_entity_granularity		Same monocyte label, but the marker difference reflects finer monocyte-subset granularity.		0.6	biorxiv:f787a6d9-6ce3-1014-a3f6-a662a1333571	Human and mouse transcriptome profiling identifies cross-species homology in pulmonary and lymph node mononuclear phagocytes	MONOCYTES	S100A8; S100A9; CD14	S100A8; S100A9; CD14			As anticipated, signature genes that define these well-defined cell types are present such as FABP4, MARCO and PPARG for AMs (Group-1 AM, Figure 5B); S100A8, S100A9, and CD14 for monocytes (Group-3 mono, Figure 5C); and XCR1, CADM1, and CLEC9A, along with a recently identified gene, WDFY4, required for cross-presentation for human blood Clec9a+ DCs and murine splenic CD8+ DCs (Group-6 DC1, Figure 5D) (Theisen et al., 2018).	data/biorxiv/meca/f787a6d9-6ce3-1014-a3f6-a662a1333571/manuscript.md		hca:0109_10.7554_elife.91792.1_056dda27be	Concerted changes in the pediatric single-cell intestinal ecosystem before and after anti-TNF blockade	MONOCYTES	FCN1; S100A8; S100A9; CD14; FCGR3A	FCN1; FCGR3A		Within myeloid cells, we identified, and confirmed using extensive inspection of literature curated markers, cell subsets corresponding to monocytes ( CD14, FCGR3A, FCN1, S100A8, S100A9 , etc.), macrophages ( CSF1R, MERTK, MAF, C1QA , etc.), cDC1 ( CLEC9A, XCR1, BATF3 ), cDC2 ( FCER1A, CLEC10A, CD1C, IRF4 etc.), and pDCs ( IL3RA, LILRA4, IRF7 ) ( Figure 3d ; Supplemental Table 6 ) ( Blériot et al., 2020 ; Dutertre et al., 2019 ; Guilliams et al., 2018 ).	data/hca/manuscripts/0109_10.7554_elife.91792.1_056dda27be/manuscript.md		Shared monocyte program anchored by CD14, S100A8, and S100A9.	Paper 2 adds FCN1 and CD16/FCGR3A, indicating a more explicit monocyte-subset composition.	Both labels are broad monocytes, but one marker set resolves additional monocyte-subtype granularity.	MONOCYTES	P47
Same label, partial marker overlap (0<J<1)	Same label	Partial marker overlap (0<J<1)	Context distinction	medium	same_entity_granularity		Same broad epithelial label, but one paper resolves a more specific epithelial context.		0.6	biorxiv:2439b48c-6d2d-1014-8b64-9f8fdc0d5fe9	In vitro culture of aberrant basal-like cells from fibrotic lung tissue	EPITHELIAL CELL	CDH1; EPCAM; SOX9; NKX2-1; SOX2	CDH1; SOX9; SOX2	EPCAM; NKX2-1		We observed moderate to high expression of the typical epithelial cell markers E-cadherin (CDH1), EPCAM, NKX2-1, SOX2, SOX9, basal cell markers p63 (TP63), cytokeratin 5 (KRT5) and 14 (KRT14), AT-1 markers EMP2, HOPX, AT2 markers SLC34A2, ABCA3, LPCAT1, and the club cell marker SCGB1A1 (Figure 2 A).	data/biorxiv/meca/2439b48c-6d2d-1014-8b64-9f8fdc0d5fe9/manuscript.md		hca:0265_10.1038_s41591-019-0750-6_ba0c7c2ce5	Regenerative lineages and immune-mediated pruning in lung cancer metastasis - PMC	EPITHELIAL CELL	CDH1; SOX9; SOX2			For example, epithelial cells abundantly expressed E-cadherin ( CDH1 ) as well as the lineage-determining transcription factors SOX2 and SOX9 .	data/hca/manuscripts/0265_10.1038_s41591-019-0750-6_ba0c7c2ce5/manuscript.md		Shared epithelial core anchored by CDH1, SOX2, and SOX9.	Paper 1 adds EPCAM and NKX2-1, which push the label toward a lung epithelial lineage context.	Both labels say epithelial cell, but paper 1 carries more tissue-specific epithelial detail than the broad epithelial label in paper 2.	EPITHELIAL CELL	P48
Same label, partial marker overlap (0<J<1)	Same label	Partial marker overlap (0<J<1)	Context distinction	medium	same_entity_state_context		Same plasma-cell label resolved by different maturation-state emphasis.		0.5	biorxiv:64ab9878-6ed8-1014-99e3-9a1ae6ef730b	Generalized cell phenotyping for spatial proteomics with language-informed vision models	PLASMA CELL	CD38; CD79A; SDC1	CD79A; SDC1	CD38		Despite sharing only the CD38 marker with other datasets (which is not exclusive to plasma cells), our model robustly recognizes plasma cells in the GVHD dataset when trained on all other datasets (Fig. 2g). We demonstrated this capability using the GVHD dataset 40, where plasma cells are identified using a unique marker (IgA) instead of the more common CD138 marker.	data/biorxiv/meca/64ab9878-6ed8-1014-99e3-9a1ae6ef730b/manuscript.md		hca:0077_10.1038_s41587-020-0602-4_e82c5c2835	COVID-19 severity correlates with airway epithelium–immune cell interactions identified by single-cell analysis | Nature Biotechnology	PLASMA CELL	CD79A; SDC1; CD27	CD27		In addition, proliferating NKT as described previously 65 and plasma cells ( CD27 , SDC1 and CD79A ) were observed.	data/hca/manuscripts/0077_10.1038_s41587-020-0602-4_e82c5c2835/manuscript.md		Shared plasma-cell program anchored by SDC1/CD138 and CD79A.	Paper 1 emphasizes CD38, whereas paper 2 emphasizes CD27, suggesting different differentiation-stage emphasis.	Both snippets point to plasma cells, but the nonshared markers likely reflect plasma-cell maturation or selection-context differences.	PLASMA CELL	P49
Same label, partial marker overlap (0<J<1)	Same label	Partial marker overlap (0<J<1)	Context distinction	medium	same_entity_state_context		Same cDC1 identity with one paper capturing extra functional-state detail.		0.6	biorxiv:d2042444-7138-1014-94ac-a1f590fd3173	Spatial and Single-Cell Transcriptomics Decipher the Crosstalk Environment of DEFB1+ Cancer Cells and IFI30+ Macrophages in Intrahepatic Cholangiocarcinoma	CDC1	BATF3; XCR1; CLEC9A	BATF3; XCR1; CLEC9A			These major cell types include T cells (50,365 cells; CD3D+and CD3E+), bile duct cells (25,837 cells; EPCAM+, KRT19+, and KRT7+), endothelial cells (10,841 cells; PTPRB+, CLDN5+, and CDH5+), monocytes (6,843 cells; FCN1+, S100A8+, and S100A9+), NK cells (5,854 cells; NCAM1+), macrophages (5,243 cells; C1QA+ and C1QB+), fibroblasts (4,998 cells; ACTA2+ and COL1A2+), B cells (2,847 cells; MS4A1+ and CD79A+), cDC2 (2,177 cells; CD1A+, CD1C+, and CD1E+), hepatocytes (1,550 cells; APOA1+, APOC3+, and FABP1+), plasma cells (1,183 cells; MZB1+, IGKC+, and JCHAIN+), cDC1 (1,122 cells; CLEC9A+, XCR1+, and BATF3+), pDC (493 cells; LILRA4+ and CLEC4C+), and mast cells (265 cells; TPSAB1+ and TPSB2+) (Figure 1B).	data/biorxiv/meca/d2042444-7138-1014-94ac-a1f590fd3173/manuscript.md		hca:0139_10.1038_s41590-020-0602-z_71058e050d	Distinct microbial and immune niches of the human colon	CDC1	BATF3; IDO1; XCR1; CADM1; CLEC9A	IDO1; CADM1		Sub-clustering of myeloid cells showed two distinct populations of conventional dendritic cells: cDC1 expressing XCR1 , CADM1 , CLEC9A , BATF3 and IDO1 , and cDC2 expressing CLEC10A and CD86 ( Figure 2a,b ).	data/hca/manuscripts/0139_10.1038_s41590-020-0602-z_71058e050d/manuscript.md		Shared cDC1 program anchored by BATF3, CLEC9A, and XCR1.	Paper 2 adds CADM1 and IDO1, suggesting additional functional or maturation detail.	Both snippets describe cDC1, but paper 2 uses a slightly richer functional marker set.	CDC1	P50
Same label, partial marker overlap (0<J<1)	Same label	Partial marker overlap (0<J<1)	Context distinction	medium	same_entity_state_context		Same broad macrophage label, but the marker difference reflects different myeloid-state programs.		0.5	biorxiv:e3312584-7421-1014-b0a7-823d4471ccf1	A highly resolved integrated single-cell atlas of HPV-negative head and neck cancer	MACROPHAGE	CD14; C1QB; FCGR3A	CD14; FCGR3A	C1QB		Expression of markers CD14 and CD16 (FCGR3A) separated monocytes and macrophages within the myeloid group, while markers CD4, CD8A, and CD160 clearly separated CD4, CD8 and NK cells within the T/NK cell cluster (Fig 2b). Clusters 5 and 7 were identified as potential macrophages due to the expression of C1QB and macrophage cell type signatures and a lack of enrichment for classical monocyte signatures (Supplementary Fig 4b).	data/biorxiv/meca/e3312584-7421-1014-b0a7-823d4471ccf1/manuscript.md		hca:0184_10.1016_j.cell.2021.07.023_f621bea088	Impaired local intrinsic immunity to SARS-CoV-2 infection in severe COVID-19	MACROPHAGE	VCAN; CD14; FCGR3A	VCAN		Among myeloid cell types, we recovered a large population of macrophages ( CD14, FCGR3A, VCAN ), dendritic cells ( CCR7, CD86 ), and plasmacytoid DCs ( IRF7, IL3RA ).	data/hca/manuscripts/0184_10.1016_j.cell.2021.07.023_f621bea088/manuscript.md		Shared macrophage/monocyte-like program anchored by CD14 and CD16/FCGR3A.	Paper 1 adds C1QB, whereas paper 2 adds VCAN, shifting emphasis between tissue-resident and inflammatory myeloid programs.	Both are called macrophage, but the nonshared markers suggest different myeloid-state emphasis within that broad label.	MACROPHAGE	P51
Same label, partial marker overlap (0<J<1)	Same label	Partial marker overlap (0<J<1)	Context distinction	medium	same_entity_granularity		Same broad ICM label, but the marker difference reflects developmental-stage granularity.		0.6	biorxiv:e7144333-745a-1014-ab12-e9455a30c9da	Deep Learning Based Models for Preimplantation Mouse and Human Development	ICM	NANOG; KLF4; KLF17; SOX2; POU5F1	NANOG; KLF4; SOX2	KLF17; POU5F1		As these cells do not cluster with the rest of ICM (Fig. 2E), express genes typically associated with the ICM, EPI (SOX2, NANOG, KLF4, KLF17 and POU5F1) (S3D) or those associated with PrE (SOX17, GATA4) (S3D), we have updated their annotation in our model based on the results obtained with scANVI.	data/biorxiv/meca/e7144333-745a-1014-ab12-e9455a30c9da/manuscript.md		hca:0490_10.1038_nsmb.2660_4e6a41d8b9	Single-cell RNA-Seq profiling of human preimplantation embryos and embryonic stem cells | Nature Structural & Molecular Biology	ICM	NANOG; KLF4; SOX2			After that, the cells not showing high expression of these maker genes were considered as potential ICM cells. This is validated by the fact that they showed clear expression of SOX2 , NANOG and KLF4 .	data/hca/manuscripts/0490_10.1038_nsmb.2660_4e6a41d8b9/manuscript.md		Shared ICM program anchored by KLF4, NANOG, and SOX2.	Paper 1 adds KLF17 and POU5F1/OCT3/4, pointing to a more detailed ICM/EPI marker panel.	Both snippets describe ICM-like identity, but paper 1 carries a more detailed pluripotency/epiblast marker panel.	ICM	P52
Same label, partial marker overlap (0<J<1)	Same label	Partial marker overlap (0<J<1)	Context distinction	medium	same_entity_state_context		Same cDC1 identity with one paper capturing extra functional-state detail.		0.6	biorxiv:fc7595eb-733c-1014-9892-ed444a916a2a	Prdm16-dependent antigen-presenting cells induce tolerance to intestinal antigens	CDC1	XCR1; CADM1; CLEC9A	XCR1; CADM1; CLEC9A			Conserved genes (Extended Data Fig. 10b, Supplemental Table 1) included mostly expected results for cDC1 (such as CLEC9A, CADM1, and XCR1) and ILC3 (such as IL23R, IL22, and RORC). A cluster positive for XCR1 and CLEC9A was readily distinguished as cDC1.	data/biorxiv/meca/fc7595eb-733c-1014-9892-ed444a916a2a/manuscript.md		hca:0139_10.1038_s41590-020-0602-z_71058e050d	Distinct microbial and immune niches of the human colon	CDC1	BATF3; IDO1; XCR1; CADM1; CLEC9A	BATF3; IDO1		Sub-clustering of myeloid cells showed two distinct populations of conventional dendritic cells: cDC1 expressing XCR1 , CADM1 , CLEC9A , BATF3 and IDO1 , and cDC2 expressing CLEC10A and CD86 ( Figure 2a,b ).	data/hca/manuscripts/0139_10.1038_s41590-020-0602-z_71058e050d/manuscript.md		Shared cDC1 program anchored by CADM1, CLEC9A, and XCR1.	Paper 2 adds BATF3 and IDO1, suggesting additional functional or maturation detail.	Both snippets describe cDC1, but paper 2 uses a slightly richer functional marker set.	CDC1	P53
